"gameId","year","week","homeId","homeTeam","homeAbbr","awayId","awayTeam","awayAbbr","driveIndex","playIndex","offenseId","offenseTeam","offenseAbbr","defenseId","defenseTeam","defenseAbbr","homeScore","awayScore","isScoringPlay","quarter","clock","type","down","distance","yardLine","yardsGained","endYardLine","description"
"400945023",2017,12,"2459","N Illinois","NIU","2711","W Michigan","WMU","23","5","2459","N Illinois","NIU","2711","W Michigan","WMU",28,31,false,4,"10:00","Rush",2,10,46,3,49,"Jordan Huff run for 3 yds to the NoIll 49"
"400945023",2017,12,"2459","N Illinois","NIU","2711","W Michigan","WMU","23","6","2459","N Illinois","NIU","2711","W Michigan","WMU",28,31,false,4,"9:50","Pass Reception",3,7,49,12,61,"Marcus Childers pass complete to Shane Wimann for 12 yds to the WMich 39 for a 1ST down"
"400945023",2017,12,"2459","N Illinois","NIU","2711","W Michigan","WMU","23","7","2459","N Illinois","NIU","2711","W Michigan","WMU",28,31,false,4,"8:50","Rush",1,10,61,5,66,"Jordan Huff run for 5 yds to the WMich 34"
"400945023",2017,12,"2459","N Illinois","NIU","2711","W Michigan","WMU","23","8","2459","N Illinois","NIU","2711","W Michigan","WMU",28,31,false,4,"7:00","Rush",2,5,66,5,71,"Jordan Huff run for 5 yds to the WMich 29 for a 1ST down"
"400945023",2017,12,"2459","N Illinois","NIU","2711","W Michigan","WMU","23","9","2459","N Illinois","NIU","2711","W Michigan","WMU",28,31,false,4,"7:00","Rush",1,10,71,3,74,"Jordan Rowell run for 3 yds to the WMich 26"
"400945023",2017,12,"2459","N Illinois","NIU","2711","W Michigan","WMU","23","10","2459","N Illinois","NIU","2711","W Michigan","WMU",35,31,true,4,"6:20","Passing Touchdown",2,7,74,26,100,"Marcus Childers pass complete to Mitchell Brinkman for 26 yds for a TD, (Christian Hagan KICK)"
"400945023",2017,12,"2459","N Illinois","NIU","2711","W Michigan","WMU","24","0","2459","N Illinois","NIU","2711","W Michigan","WMU",35,31,false,4,"6:20","Kickoff",2,7,35,0,75,"Josh Orne kickoff for 65 yds for a touchback"
"400945023",2017,12,"2459","N Illinois","NIU","2711","W Michigan","WMU","24","1","2711","W Michigan","WMU","2459","N Illinois","NIU",35,31,false,4,"6:15","Pass Incompletion",1,10,75,0,75,"Reece Goddard pass incomplete"
"400945023",2017,12,"2459","N Illinois","NIU","2711","W Michigan","WMU","24","2","2711","W Michigan","WMU","2459","N Illinois","NIU",35,31,false,4,"6:10","Rush",2,10,75,4,71,"Jarvion Franklin run for 4 yds to the WMich 29"
"400945023",2017,12,"2459","N Illinois","NIU","2711","W Michigan","WMU","24","3","2711","W Michigan","WMU","2459","N Illinois","NIU",35,31,false,4,"6:00","Pass Incompletion",3,6,71,0,71,"Reece Goddard pass incomplete"
"400945023",2017,12,"2459","N Illinois","NIU","2711","W Michigan","WMU","24","4","2711","W Michigan","WMU","2459","N Illinois","NIU",35,31,false,4,"5:21","Punt",4,6,71,0,36,"Derrick Mitchell punt for 35 yds, downed at the NoIll 36"
"400945023",2017,12,"2459","N Illinois","NIU","2711","W Michigan","WMU","25","0","2459","N Illinois","NIU","2711","W Michigan","WMU",35,31,false,4,"5:10","Rush",1,10,48,-3,33,"Jordan Huff run for 12 yds to the NoIll 48 NORTHERNIL Penalty, Face Mask (15 yards) (Jordan Huff) to the NoIll 33"
"400945023",2017,12,"2459","N Illinois","NIU","2711","W Michigan","WMU","25","1","2459","N Illinois","NIU","2711","W Michigan","WMU",35,31,false,4,"5:10","Rush",1,13,33,7,40,"Jordan Huff run for 7 yds to the NoIll 40"
"400945023",2017,12,"2459","N Illinois","NIU","2711","W Michigan","WMU","25","2","2459","N Illinois","NIU","2711","W Michigan","WMU",35,31,false,4,"5:00","Rush",2,6,40,1,41,"Jordan Huff run for 1 yd to the NoIll 41"
"400945023",2017,12,"2459","N Illinois","NIU","2711","W Michigan","WMU","25","3","2459","N Illinois","NIU","2711","W Michigan","WMU",35,31,false,4,"4:13","Timeout",3,5,41,0,41,"Timeout WESTRN MICHIGAN, clock 04:13"
"400945023",2017,12,"2459","N Illinois","NIU","2711","W Michigan","WMU","25","4","2459","N Illinois","NIU","2711","W Michigan","WMU",35,31,false,4,"4:07","Rush",3,5,41,13,54,"Christian Blake run for 13 yds to the WMich 46 for a 1ST down"
